Zone Timestep,THERMAL ZONE 1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Cooling Energy[J]
2006-Jun-16 19:50:00,14319.101157835614
2006-Jun-16 20:00:00,12657.458673024374
2006-Jun-16 20:10:00,11064.50244938839
2006-Jun-16 20:20:00,9720.202610938259
2006-Jun-16 20:30:00,8567.371705460037
2006-Jun-16 20:40:00,7615.1320426814555
2006-Jun-16 20:50:00,6788.54111745827
2006-Jun-16 21:00:00,6076.778929596413
2006-Jun-16 21:10:00,5287.161803484756
2006-Jun-16 21:20:00,4465.450141392101
2006-Jun-16 21:30:00,3669.149159358941
2006-Jun-16 21:40:00,2890.7635015038377
2006-Jun-16 21:50:00,2113.455094433883
2006-Jun-16 22:00:00,1369.004954094927
2006-Jun-16 22:10:00,562.9247852072807
2006-Jun-16 22:20:00,0.0
2006-Jun-16 22:30:00,0.0
2006-Jun-16 22:40:00,0.0
2006-Jun-16 22:50:00,0.0
2006-Jun-16 23:00:00,0.0
2006-Jun-16 23:10:00,0.0
2006-Jun-16 23:20:00,0.0
2006-Jun-16 23:30:00,0.0
2006-Jun-16 23:40:00,0.0
2006-Jun-16 23:50:00,0.0
2006-Jun-17 00:00:00,0.0
2006-Jun-17 00:10:00,0.0
2006-Jun-17 00:20:00,0.0
2006-Jun-17 00:30:00,0.0
2006-Jun-17 00:40:00,0.0
2006-Jun-17 00:50:00,0.0
2006-Jun-17 01:00:00,0.0
2006-Jun-17 01:10:00,0.0
2006-Jun-17 01:20:00,0.0
2006-Jun-17 01:30:00,0.0
2006-Jun-17 01:40:00,0.0
2006-Jun-17 01:50:00,0.0
2006-Jun-17 02:00:00,0.0
2006-Jun-17 02:10:00,0.0
2006-Jun-17 02:20:00,0.0
2006-Jun-17 02:30:00,0.0
2006-Jun-17 02:40:00,0.0
2006-Jun-17 02:50:00,0.0
2006-Jun-17 03:00:00,0.0
2006-Jun-17 03:10:00,0.0
2006-Jun-17 03:20:00,0.0
2006-Jun-17 03:30:00,0.0
2006-Jun-17 03:40:00,0.0
2006-Jun-17 03:50:00,0.0
2006-Jun-17 04:00:00,0.0
2006-Jun-17 04:10:00,0.0
2006-Jun-17 04:20:00,0.0
2006-Jun-17 04:30:00,0.0
2006-Jun-17 04:40:00,0.0
2006-Jun-17 04:50:00,0.0
2006-Jun-17 05:00:00,0.0
2006-Jun-17 05:10:00,0.0
2006-Jun-17 05:20:00,0.0
2006-Jun-17 05:30:00,0.0
2006-Jun-17 05:40:00,0.0
2006-Jun-17 05:50:00,0.0
2006-Jun-17 06:00:00,0.0
2006-Jun-17 06:10:00,0.0
2006-Jun-17 06:20:00,0.0
2006-Jun-17 06:30:00,0.0
2006-Jun-17 06:40:00,0.0
2006-Jun-17 06:50:00,0.0
2006-Jun-17 07:00:00,0.0
2006-Jun-17 07:10:00,0.0
2006-Jun-17 07:20:00,0.0
2006-Jun-17 07:30:00,0.0
2006-Jun-17 07:40:00,0.0
2006-Jun-17 07:50:00,0.0
2006-Jun-17 08:00:00,0.0
2006-Jun-17 08:10:00,0.0
2006-Jun-17 08:20:00,0.0
2006-Jun-17 08:30:00,0.0
2006-Jun-17 08:40:00,0.0
2006-Jun-17 08:50:00,0.0
2006-Jun-17 09:00:00,0.0
2006-Jun-17 09:10:00,0.0
2006-Jun-17 09:20:00,0.0
2006-Jun-17 09:30:00,0.0
2006-Jun-17 09:40:00,0.0
2006-Jun-17 09:50:00,0.0
2006-Jun-17 10:00:00,0.0
2006-Jun-17 10:10:00,0.0
2006-Jun-17 10:20:00,0.0
2006-Jun-17 10:30:00,0.0
2006-Jun-17 10:40:00,0.0
2006-Jun-17 10:50:00,0.0
2006-Jun-17 11:00:00,0.0
2006-Jun-17 11:10:00,0.0
2006-Jun-17 11:20:00,0.0
2006-Jun-17 11:30:00,0.0
2006-Jun-17 11:40:00,0.0
2006-Jun-17 11:50:00,0.0
2006-Jun-17 12:00:00,0.0
2006-Jun-17 12:10:00,0.0
2006-Jun-17 12:20:00,0.0
2006-Jun-17 12:30:00,0.0
2006-Jun-17 12:40:00,0.0
2006-Jun-17 12:50:00,0.0
2006-Jun-17 13:00:00,0.0
2006-Jun-17 13:10:00,0.0
2006-Jun-17 13:20:00,0.0
2006-Jun-17 13:30:00,0.0
2006-Jun-17 13:40:00,0.0
2006-Jun-17 13:50:00,0.0
2006-Jun-17 14:00:00,0.0
2006-Jun-17 14:10:00,0.0
2006-Jun-17 14:20:00,0.0
2006-Jun-17 14:30:00,0.0
2006-Jun-17 14:40:00,0.0
2006-Jun-17 14:50:00,0.0
2006-Jun-17 15:00:00,0.0
2006-Jun-17 15:10:00,0.0
2006-Jun-17 15:20:00,0.0
2006-Jun-17 15:30:00,0.0
2006-Jun-17 15:40:00,0.0
2006-Jun-17 15:50:00,0.0
2006-Jun-17 16:00:00,0.0
2006-Jun-17 16:10:00,0.0
2006-Jun-17 16:20:00,0.0
2006-Jun-17 16:30:00,0.0
2006-Jun-17 16:40:00,0.0
2006-Jun-17 16:50:00,0.0
2006-Jun-17 17:00:00,0.0
2006-Jun-17 17:10:00,0.0
2006-Jun-17 17:20:00,0.0
2006-Jun-17 17:30:00,0.0
2006-Jun-17 17:40:00,0.0
2006-Jun-17 17:50:00,0.0
2006-Jun-17 18:00:00,0.0
2006-Jun-17 18:10:00,0.0
2006-Jun-17 18:20:00,0.0
2006-Jun-17 18:30:00,0.0
2006-Jun-17 18:40:00,0.0
2006-Jun-17 18:50:00,0.0
2006-Jun-17 19:00:00,0.0
2006-Jun-17 19:10:00,0.0
2006-Jun-17 19:20:00,0.0
2006-Jun-17 19:30:00,0.0
2006-Jun-17 19:40:00,0.0
2006-Jun-17 19:50:00,0.0
2006-Jun-17 20:00:00,0.0
2006-Jun-17 20:10:00,0.0
2006-Jun-17 20:20:00,0.0
2006-Jun-17 20:30:00,0.0
2006-Jun-17 20:40:00,0.0
2006-Jun-17 20:50:00,0.0
2006-Jun-17 21:00:00,0.0
2006-Jun-17 21:10:00,0.0
2006-Jun-17 21:20:00,0.0
2006-Jun-17 21:30:00,0.0
2006-Jun-17 21:40:00,0.0
2006-Jun-17 21:50:00,0.0
2006-Jun-17 22:00:00,0.0
2006-Jun-17 22:10:00,0.0
2006-Jun-17 22:20:00,0.0
2006-Jun-17 22:30:00,0.0
2006-Jun-17 22:40:00,0.0
2006-Jun-17 22:50:00,0.0
2006-Jun-17 23:00:00,0.0
2006-Jun-17 23:10:00,0.0
2006-Jun-17 23:20:00,0.0
2006-Jun-17 23:30:00,0.0
2006-Jun-17 23:40:00,0.0
2006-Jun-17 23:50:00,0.0
2006-Jun-18 00:00:00,0.0
2006-Jun-18 00:10:00,0.0
2006-Jun-18 00:20:00,0.0
2006-Jun-18 00:30:00,0.0
2006-Jun-18 00:40:00,0.0
2006-Jun-18 00:50:00,0.0
2006-Jun-18 01:00:00,0.0
2006-Jun-18 01:10:00,0.0
2006-Jun-18 01:20:00,0.0
2006-Jun-18 01:30:00,0.0
2006-Jun-18 01:40:00,0.0
2006-Jun-18 01:50:00,0.0
2006-Jun-18 02:00:00,0.0
2006-Jun-18 02:10:00,0.0
2006-Jun-18 02:20:00,0.0
2006-Jun-18 02:30:00,0.0
2006-Jun-18 02:40:00,0.0
2006-Jun-18 02:50:00,0.0
2006-Jun-18 03:00:00,0.0
2006-Jun-18 03:10:00,0.0
2006-Jun-18 03:20:00,0.0
2006-Jun-18 03:30:00,0.0
2006-Jun-18 03:40:00,0.0
2006-Jun-18 03:50:00,0.0
2006-Jun-18 04:00:00,0.0
2006-Jun-18 04:10:00,0.0
2006-Jun-18 04:20:00,0.0
2006-Jun-18 04:30:00,0.0
2006-Jun-18 04:40:00,0.0
2006-Jun-18 04:50:00,0.0
2006-Jun-18 05:00:00,0.0
2006-Jun-18 05:10:00,0.0
2006-Jun-18 05:20:00,0.0
2006-Jun-18 05:30:00,0.0
2006-Jun-18 05:40:00,0.0
2006-Jun-18 05:50:00,0.0
2006-Jun-18 06:00:00,0.0
2006-Jun-18 06:10:00,0.0
2006-Jun-18 06:20:00,0.0
2006-Jun-18 06:30:00,0.0
2006-Jun-18 06:40:00,0.0
2006-Jun-18 06:50:00,0.0
2006-Jun-18 07:00:00,0.0
2006-Jun-18 07:10:00,0.0
2006-Jun-18 07:20:00,0.0
2006-Jun-18 07:30:00,0.0
2006-Jun-18 07:40:00,0.0
2006-Jun-18 07:50:00,0.0
2006-Jun-18 08:00:00,0.0
2006-Jun-18 08:10:00,0.0
2006-Jun-18 08:20:00,0.0
2006-Jun-18 08:30:00,0.0
2006-Jun-18 08:40:00,0.0
2006-Jun-18 08:50:00,0.0
2006-Jun-18 09:00:00,0.0
2006-Jun-18 09:10:00,0.0
2006-Jun-18 09:20:00,0.0
2006-Jun-18 09:30:00,0.0
2006-Jun-18 09:40:00,12490.339819350975
2006-Jun-18 09:50:00,15901.89451834162
2006-Jun-18 10:00:00,19025.77976104687
2006-Jun-18 10:10:00,22999.080101113683
2006-Jun-18 10:20:00,26624.64534896342
2006-Jun-18 10:30:00,29344.001655823842
2006-Jun-18 10:40:00,30941.356419084932
2006-Jun-18 10:50:00,31479.737460933397
2006-Jun-18 11:00:00,30962.37173718669
2006-Jun-18 11:10:00,30336.162708501408
2006-Jun-18 11:20:00,29014.03038032233
2006-Jun-18 11:30:00,27114.224495467308
2006-Jun-18 11:40:00,24633.747752633866
2006-Jun-18 11:50:00,21791.836953675243
2006-Jun-18 12:00:00,18739.07507325794
2006-Jun-18 12:10:00,14676.302627794721
2006-Jun-18 12:20:00,10533.840896747914
2006-Jun-18 12:30:00,6715.97555975945
2006-Jun-18 12:40:00,3496.9404202719497
2006-Jun-18 12:50:00,881.9269426878687
2006-Jun-18 13:00:00,0.0
2006-Jun-18 13:10:00,0.0
2006-Jun-18 13:20:00,0.0
2006-Jun-18 13:30:00,0.0
2006-Jun-18 13:40:00,0.0
2006-Jun-18 13:50:00,0.0
2006-Jun-18 14:00:00,0.0
2006-Jun-18 14:10:00,0.0
2006-Jun-18 14:20:00,0.0
2006-Jun-18 14:30:00,0.0
2006-Jun-18 14:40:00,0.0
2006-Jun-18 14:50:00,0.0
2006-Jun-18 15:00:00,0.0
2006-Jun-18 15:10:00,0.0
2006-Jun-18 15:20:00,0.0
2006-Jun-18 15:30:00,0.0
2006-Jun-18 15:40:00,0.0
2006-Jun-18 15:50:00,0.0
2006-Jun-18 16:00:00,0.0
2006-Jun-18 16:10:00,0.0
2006-Jun-18 16:20:00,0.0
2006-Jun-18 16:30:00,0.0
2006-Jun-18 16:40:00,0.0
2006-Jun-18 16:50:00,0.0
2006-Jun-18 17:00:00,0.0
2006-Jun-18 17:10:00,0.0
2006-Jun-18 17:20:00,0.0
2006-Jun-18 17:30:00,0.0
2006-Jun-18 17:40:00,0.0
2006-Jun-18 17:50:00,0.0
2006-Jun-18 18:00:00,0.0
2006-Jun-18 18:10:00,0.0
2006-Jun-18 18:20:00,0.0
2006-Jun-18 18:30:00,0.0
2006-Jun-18 18:40:00,0.0
2006-Jun-18 18:50:00,0.0
2006-Jun-18 19:00:00,0.0
2006-Jun-18 19:10:00,0.0
2006-Jun-18 19:20:00,0.0
2006-Jun-18 19:30:00,0.0
2006-Jun-18 19:40:00,0.0
2006-Jun-18 19:50:00,0.0
2006-Jun-18 20:00:00,0.0
2006-Jun-18 20:10:00,0.0
2006-Jun-18 20:20:00,0.0
2006-Jun-18 20:30:00,0.0
2006-Jun-18 20:40:00,0.0
2006-Jun-18 20:50:00,0.0
2006-Jun-18 21:00:00,0.0
2006-Jun-18 21:10:00,0.0
2006-Jun-18 21:20:00,0.0
2006-Jun-18 21:30:00,0.0
2006-Jun-18 21:40:00,0.0
2006-Jun-18 21:50:00,0.0
2006-Jun-18 22:00:00,0.0
2006-Jun-18 22:10:00,0.0
2006-Jun-18 22:20:00,0.0
2006-Jun-18 22:30:00,0.0
2006-Jun-18 22:40:00,0.0
2006-Jun-18 22:50:00,0.0
2006-Jun-18 23:00:00,0.0
2006-Jun-18 23:10:00,0.0
2006-Jun-18 23:20:00,0.0
2006-Jun-18 23:30:00,0.0
2006-Jun-18 23:40:00,0.0
2006-Jun-18 23:50:00,0.0
2006-Jun-19 00:00:00,0.0
2006-Jun-19 00:10:00,0.0
2006-Jun-19 00:20:00,0.0
2006-Jun-19 00:30:00,0.0
2006-Jun-19 00:40:00,0.0
2006-Jun-19 00:50:00,0.0
2006-Jun-19 01:00:00,0.0
2006-Jun-19 01:10:00,0.0
2006-Jun-19 01:20:00,0.0
2006-Jun-19 01:30:00,0.0
2006-Jun-19 01:40:00,0.0
2006-Jun-19 01:50:00,0.0
2006-Jun-19 02:00:00,0.0
2006-Jun-19 02:10:00,0.0
2006-Jun-19 02:20:00,0.0
2006-Jun-19 02:30:00,0.0
2006-Jun-19 02:40:00,0.0
2006-Jun-19 02:50:00,0.0
2006-Jun-19 03:00:00,0.0
2006-Jun-19 03:10:00,0.0
2006-Jun-19 03:20:00,0.0
2006-Jun-19 03:30:00,0.0
2006-Jun-19 03:40:00,0.0
2006-Jun-19 03:50:00,0.0
2006-Jun-19 04:00:00,0.0
2006-Jun-19 04:10:00,0.0
2006-Jun-19 04:20:00,0.0
2006-Jun-19 04:30:00,0.0
2006-Jun-19 04:40:00,0.0
2006-Jun-19 04:50:00,0.0
2006-Jun-19 05:00:00,0.0
2006-Jun-19 05:10:00,0.0
2006-Jun-19 05:20:00,0.0
2006-Jun-19 05:30:00,0.0
2006-Jun-19 05:40:00,0.0
2006-Jun-19 05:50:00,0.0
2006-Jun-19 06:00:00,0.0
2006-Jun-19 06:10:00,0.0
2006-Jun-19 06:20:00,0.0
2006-Jun-19 06:30:00,0.0
2006-Jun-19 06:40:00,0.0
2006-Jun-19 06:50:00,0.0
2006-Jun-19 07:00:00,0.0
2006-Jun-19 07:10:00,0.0
2006-Jun-19 07:20:00,0.0
2006-Jun-19 07:30:00,0.0
2006-Jun-19 07:40:00,0.0
2006-Jun-19 07:50:00,0.0
2006-Jun-19 08:00:00,21564.350562083902
2006-Jun-19 08:10:00,31215.875823960967
2006-Jun-19 08:20:00,42109.53166172868
2006-Jun-19 08:30:00,59108.477401334516
2006-Jun-19 08:40:00,73674.31135936195
2006-Jun-19 08:50:00,87201.43976568033
2006-Jun-19 09:00:00,99607.27053283426
2006-Jun-19 09:10:00,110312.34316029702
2006-Jun-19 09:20:00,119760.65366167598
2006-Jun-19 09:30:00,128125.8165159486
2006-Jun-19 09:40:00,134724.98930970213
2006-Jun-19 09:50:00,139894.0276402953
2006-Jun-19 10:00:00,143733.37475497113
2006-Jun-19 10:10:00,146879.17612704224
2006-Jun-19 10:20:00,149000.05777589526
2006-Jun-19 10:30:00,150170.14660204158
2006-Jun-19 10:40:00,150218.79491713698
2006-Jun-19 10:50:00,149317.26798191806
2006-Jun-19 11:00:00,147523.15354576317
2006-Jun-19 11:10:00,144188.56664265628
2006-Jun-19 11:20:00,139996.08377178214
2006-Jun-19 11:30:00,135161.24876303264
2006-Jun-19 11:40:00,129757.12265123622
2006-Jun-19 11:50:00,124033.32001330837
2006-Jun-19 12:00:00,118193.16971738171
2006-Jun-19 12:10:00,112977.73807802478
2006-Jun-19 12:20:00,108252.07433689323
2006-Jun-19 12:30:00,104351.87686005664
2006-Jun-19 12:40:00,101635.67277392649
2006-Jun-19 12:50:00,100096.34156381329
2006-Jun-19 13:00:00,99417.82251925356
2006-Jun-19 13:10:00,98514.91204252449
2006-Jun-19 13:20:00,98061.13649912615
2006-Jun-19 13:30:00,97910.97577350703
2006-Jun-19 13:40:00,97935.55024289337
2006-Jun-19 13:50:00,98083.0716071795
2006-Jun-19 14:00:00,98334.59479829746
2006-Jun-19 14:10:00,99201.52090458645
2006-Jun-19 14:20:00,100197.28528072739
2006-Jun-19 14:30:00,101284.19202688785
2006-Jun-19 14:40:00,102507.28204528
2006-Jun-19 14:50:00,103714.90800892584
2006-Jun-19 15:00:00,104964.21299827051
2006-Jun-19 15:10:00,106806.55745388965
2006-Jun-19 15:20:00,108450.69855933009
2006-Jun-19 15:30:00,110237.34623964372
2006-Jun-19 15:40:00,112022.26226390383
2006-Jun-19 15:50:00,113789.69325882415
2006-Jun-19 16:00:00,115624.11032012897
2006-Jun-19 16:10:00,117080.23440375745
2006-Jun-19 16:20:00,118437.42679634225
2006-Jun-19 16:30:00,119212.29977459261
2006-Jun-19 16:40:00,119943.00685450684
2006-Jun-19 16:50:00,120599.31529864654
2006-Jun-19 17:00:00,121273.90270632284
2006-Jun-19 17:10:00,120385.38445924663
2006-Jun-19 17:20:00,119319.0698383174
2006-Jun-19 17:30:00,118026.19435253985
2006-Jun-19 17:40:00,116233.8151477231
2006-Jun-19 17:50:00,113565.50811972973
2006-Jun-19 18:00:00,110804.2100863247
2006-Jun-19 18:10:00,109077.57593830278
2006-Jun-19 18:20:00,107480.6296460924
2006-Jun-19 18:30:00,105730.06523086203
2006-Jun-19 18:40:00,103807.45641238776
2006-Jun-19 18:50:00,101799.93120943141
2006-Jun-19 19:00:00,99717.71368722609
2006-Jun-19 19:10:00,97230.74950802822
2006-Jun-19 19:20:00,94114.51402648739
2006-Jun-19 19:30:00,91903.42649870846
2006-Jun-19 19:40:00,90284.27815891693
2006-Jun-19 19:50:00,89003.89236510087
2006-Jun-19 20:00:00,88021.23637490506
2006-Jun-19 20:10:00,86821.67525495782
2006-Jun-19 20:20:00,85690.41281599883
2006-Jun-19 20:30:00,84626.4622998957
2006-Jun-19 20:40:00,83599.44054330164
2006-Jun-19 20:50:00,82596.80183778507
2006-Jun-19 21:00:00,81600.67469284196
2006-Jun-19 21:10:00,80964.56233954903
2006-Jun-19 21:20:00,80400.67653867247
2006-Jun-19 21:30:00,79862.09376066492
2006-Jun-19 21:40:00,79334.37092317767
2006-Jun-19 21:50:00,78771.61964432134
2006-Jun-19 22:00:00,78164.21610756287
2006-Jun-19 22:10:00,77750.3956531488
2006-Jun-19 22:20:00,77346.22124441355
2006-Jun-19 22:30:00,76969.3797870801
2006-Jun-19 22:40:00,76546.39463417408
2006-Jun-19 22:50:00,76100.54949278552
2006-Jun-19 23:00:00,75624.65268984874
2006-Jun-19 23:10:00,71946.98686076287
2006-Jun-19 23:20:00,70392.15510440127
2006-Jun-19 23:30:00,69062.60646771075
2006-Jun-19 23:40:00,67854.06971125874
2006-Jun-19 23:50:00,66716.79733099401
2006-Jun-20 00:00:00,65625.26419238243
2006-Jun-20 00:10:00,64123.46575366328
2006-Jun-20 00:20:00,62516.217584348226
2006-Jun-20 00:30:00,60824.10527687946
2006-Jun-20 00:40:00,59042.306093758096
2006-Jun-20 00:50:00,57162.227087535975
2006-Jun-20 01:00:00,59553.864835782915
2006-Jun-20 01:10:00,58315.349415119694
2006-Jun-20 01:20:00,56622.16411919418
2006-Jun-20 01:30:00,54652.60337492154
2006-Jun-20 01:40:00,52434.87043714496
2006-Jun-20 01:50:00,50031.77570873043
2006-Jun-20 02:00:00,47463.166436466585
2006-Jun-20 02:10:00,42695.64296955718
2006-Jun-20 02:20:00,39766.01936284473
2006-Jun-20 02:30:00,36979.51365469954
2006-Jun-20 02:40:00,34248.34456660852
2006-Jun-20 02:50:00,31556.03310141414
2006-Jun-20 03:00:00,28897.932413974966
2006-Jun-20 03:10:00,26819.679682195056
2006-Jun-20 03:20:00,24842.383296464595
2006-Jun-20 03:30:00,22952.484127915868
2006-Jun-20 03:40:00,21143.095772178513
2006-Jun-20 03:50:00,19394.949190260915
2006-Jun-20 04:00:00,21193.0025747226
2006-Jun-20 04:10:00,19953.278133322834
2006-Jun-20 04:20:00,18745.887173546078
2006-Jun-20 04:30:00,17474.606664963998
2006-Jun-20 04:40:00,16155.302915791695
2006-Jun-20 04:50:00,14801.673508379517
2006-Jun-20 05:00:00,13421.049069189241
2006-Jun-20 05:10:00,8717.51752458403
2006-Jun-20 05:20:00,6773.72266052057
2006-Jun-20 05:30:00,5010.243052744421
2006-Jun-20 05:40:00,3335.847881803338
2006-Jun-20 05:50:00,1737.7989100278119
2006-Jun-20 06:00:00,212.1351608304284
2006-Jun-20 06:10:00,0.0
2006-Jun-20 06:20:00,0.0
2006-Jun-20 06:30:00,0.0
2006-Jun-20 06:40:00,0.0
2006-Jun-20 06:50:00,0.0
2006-Jun-20 07:00:00,0.0
2006-Jun-20 07:10:00,0.0
2006-Jun-20 07:20:00,0.0
2006-Jun-20 07:30:00,0.0
2006-Jun-20 07:40:00,0.0
2006-Jun-20 07:50:00,0.0
2006-Jun-20 08:00:00,0.0
2006-Jun-20 08:10:00,1634.0073606127917
2006-Jun-20 08:20:00,3574.4195540009023
2006-Jun-20 08:30:00,4462.021017450841
2006-Jun-20 08:40:00,6740.932375320351
2006-Jun-20 08:50:00,5694.390611698805
2006-Jun-20 09:00:00,7377.62907373677
2006-Jun-20 09:10:00,10263.498990228813
2006-Jun-20 09:20:00,14077.63743514724
2006-Jun-20 09:30:00,18093.067119057705
2006-Jun-20 09:40:00,22763.958246576567
2006-Jun-20 09:50:00,28005.157964257694
2006-Jun-20 10:00:00,33651.86849500175
2006-Jun-20 10:10:00,39625.295270236566
2006-Jun-20 10:20:00,45653.10148186973
2006-Jun-20 10:30:00,51487.86028996825
2006-Jun-20 10:40:00,56743.138720331124
2006-Jun-20 10:50:00,61433.63867566216
2006-Jun-20 11:00:00,65558.55567559073
2006-Jun-20 11:10:00,69134.17925164022
2006-Jun-20 11:20:00,72145.62291842747
2006-Jun-20 11:30:00,74637.8989056043
2006-Jun-20 11:40:00,76290.82616015998
2006-Jun-20 11:50:00,76615.44759701873
2006-Jun-20 12:00:00,76231.48074784456
2006-Jun-20 12:10:00,75858.75057480503
2006-Jun-20 12:20:00,75217.0632988254
2006-Jun-20 12:30:00,74437.68618636657
2006-Jun-20 12:40:00,73317.7736655309
2006-Jun-20 12:50:00,71409.72167249235
2006-Jun-20 13:00:00,69872.11024591183
2006-Jun-20 13:10:00,68364.54067147887
2006-Jun-20 13:20:00,66853.97782092895
2006-Jun-20 13:30:00,64438.37516321973
2006-Jun-20 13:40:00,62245.261847801754
2006-Jun-20 13:50:00,60289.68005596588
2006-Jun-20 14:00:00,58439.45437862916
2006-Jun-20 14:10:00,56938.82145372496
2006-Jun-20 14:20:00,55505.767395616786
2006-Jun-20 14:30:00,54066.23051971054
2006-Jun-20 14:40:00,52784.79832413738
2006-Jun-20 14:50:00,51624.7438621756
2006-Jun-20 15:00:00,50551.96690494315
2006-Jun-20 15:10:00,49535.99947223981
2006-Jun-20 15:20:00,48558.39090583409
2006-Jun-20 15:30:00,47613.14909027228
2006-Jun-20 15:40:00,46865.43128112736
2006-Jun-20 15:50:00,46093.22216488853
2006-Jun-20 16:00:00,45459.13194156291
2006-Jun-20 16:10:00,44631.882694324384
2006-Jun-20 16:20:00,43859.3275271771
2006-Jun-20 16:30:00,43025.236790935785
2006-Jun-20 16:40:00,41647.5850659533
2006-Jun-20 16:50:00,39805.7165112749
2006-Jun-20 17:00:00,37560.25526028648
2006-Jun-20 17:10:00,35270.58942117154
2006-Jun-20 17:20:00,32650.029987745187
2006-Jun-20 17:30:00,29729.208091486875
2006-Jun-20 17:40:00,38361.952452041
2006-Jun-20 17:50:00,37830.830170049776
2006-Jun-20 18:00:00,36311.14474287834
2006-Jun-20 18:10:00,34085.07370783432
2006-Jun-20 18:20:00,31373.840991816975
2006-Jun-20 18:30:00,28349.90340600397
2006-Jun-20 18:40:00,24958.00160978846
2006-Jun-20 18:50:00,21361.55274671908
2006-Jun-20 19:00:00,17654.321058691934
2006-Jun-20 19:10:00,14327.717158653268
2006-Jun-20 19:20:00,10861.91207858117
2006-Jun-20 19:30:00,8192.5102375167
2006-Jun-20 19:40:00,6090.12409473594
2006-Jun-20 19:50:00,4370.689444331174
2006-Jun-20 20:00:00,3025.099237463771
2006-Jun-20 20:10:00,1797.2115363621908
2006-Jun-20 20:20:00,775.7405401770637
2006-Jun-20 20:30:00,0.0
2006-Jun-20 20:40:00,0.0
2006-Jun-20 20:50:00,0.0
2006-Jun-20 21:00:00,0.0
2006-Jun-20 21:10:00,0.0
2006-Jun-20 21:20:00,0.0
2006-Jun-20 21:30:00,0.0
2006-Jun-20 21:40:00,0.0
2006-Jun-20 21:50:00,0.0
2006-Jun-20 22:00:00,0.0
2006-Jun-20 22:10:00,0.0
2006-Jun-20 22:20:00,0.0
2006-Jun-20 22:30:00,0.0
2006-Jun-20 22:40:00,0.0
2006-Jun-20 22:50:00,0.0
2006-Jun-20 23:00:00,0.0
2006-Jun-20 23:10:00,0.0
2006-Jun-20 23:20:00,0.0
2006-Jun-20 23:30:00,0.0
2006-Jun-20 23:40:00,0.0
2006-Jun-20 23:50:00,0.0
2006-Jun-21 00:00:00,0.0
2006-Jun-21 00:10:00,0.0
2006-Jun-21 00:20:00,0.0
2006-Jun-21 00:30:00,0.0
2006-Jun-21 00:40:00,0.0
2006-Jun-21 00:50:00,0.0
2006-Jun-21 01:00:00,0.0
2006-Jun-21 01:10:00,0.0
2006-Jun-21 01:20:00,0.0
2006-Jun-21 01:30:00,0.0
2006-Jun-21 01:40:00,0.0
2006-Jun-21 01:50:00,0.0
2006-Jun-21 02:00:00,0.0
2006-Jun-21 02:10:00,0.0
2006-Jun-21 02:20:00,0.0
2006-Jun-21 02:30:00,0.0
2006-Jun-21 02:40:00,0.0
2006-Jun-21 02:50:00,0.0
2006-Jun-21 03:00:00,0.0
2006-Jun-21 03:10:00,0.0
2006-Jun-21 03:20:00,0.0
2006-Jun-21 03:30:00,0.0
2006-Jun-21 03:40:00,0.0
2006-Jun-21 03:50:00,0.0
2006-Jun-21 04:00:00,0.0
2006-Jun-21 04:10:00,0.0
2006-Jun-21 04:20:00,0.0
2006-Jun-21 04:30:00,0.0
2006-Jun-21 04:40:00,0.0
2006-Jun-21 04:50:00,0.0
2006-Jun-21 05:00:00,0.0
2006-Jun-21 05:10:00,0.0
2006-Jun-21 05:20:00,0.0
2006-Jun-21 05:30:00,0.0
2006-Jun-21 05:40:00,0.0
2006-Jun-21 05:50:00,0.0
2006-Jun-21 06:00:00,0.0
2006-Jun-21 06:10:00,0.0
2006-Jun-21 06:20:00,0.0
2006-Jun-21 06:30:00,0.0
2006-Jun-21 06:40:00,0.0
2006-Jun-21 06:50:00,0.0
2006-Jun-21 07:00:00,0.0
2006-Jun-21 07:10:00,0.0
2006-Jun-21 07:20:00,0.0
2006-Jun-21 07:30:00,0.0
2006-Jun-21 07:40:00,0.0
2006-Jun-21 07:50:00,0.0
2006-Jun-21 08:00:00,0.0
2006-Jun-21 08:10:00,0.0
2006-Jun-21 08:20:00,0.0
2006-Jun-21 08:30:00,0.0
2006-Jun-21 08:40:00,0.0
2006-Jun-21 08:50:00,5772.330923673897
2006-Jun-21 09:00:00,28278.067541439836
2006-Jun-21 09:10:00,30923.47299919731
2006-Jun-21 09:20:00,46622.71473331834
2006-Jun-21 09:30:00,60329.805878016086
2006-Jun-21 09:40:00,72893.21585337365
2006-Jun-21 09:50:00,84429.23088777003
2006-Jun-21 10:00:00,94642.08687846757
2006-Jun-21 10:10:00,103036.39569020773
2006-Jun-21 10:20:00,110189.04108636534
2006-Jun-21 10:30:00,116138.76968943885
2006-Jun-21 10:40:00,119995.80288166259
2006-Jun-21 10:50:00,122143.38846645788
2006-Jun-21 11:00:00,122772.70304622978
2006-Jun-21 11:10:00,121484.67351833309
2006-Jun-21 11:20:00,119029.2657225801
2006-Jun-21 11:30:00,115611.80326912527
2006-Jun-21 11:40:00,111316.3887114125
2006-Jun-21 11:50:00,106452.95389580508
2006-Jun-21 12:00:00,101229.23716554417
2006-Jun-21 12:10:00,96872.79092911101
2006-Jun-21 12:20:00,92894.15649417232
2006-Jun-21 12:30:00,89600.17025944834
