Zone Timestep,Environment:Site Direct Solar Radiation Rate per Area[W/m2]
2006-Aug-18 09:10:00,87.00000000000001
2006-Aug-18 09:20:00,107.5
2006-Aug-18 09:30:00,128.0
2006-Aug-18 09:40:00,147.0
2006-Aug-18 09:50:00,166.0
2006-Aug-18 10:00:00,185.0
2006-Aug-18 10:10:00,204.0
2006-Aug-18 10:20:00,223.0
2006-Aug-18 10:30:00,242.0
2006-Aug-18 10:40:00,237.5
2006-Aug-18 10:50:00,233.0
2006-Aug-18 11:00:00,228.5
2006-Aug-18 11:10:00,224.0
2006-Aug-18 11:20:00,219.5
2006-Aug-18 11:30:00,215.0
2006-Aug-18 11:40:00,203.5
2006-Aug-18 11:50:00,192.0
2006-Aug-18 12:00:00,180.5
2006-Aug-18 12:10:00,169.0
2006-Aug-18 12:20:00,157.5
2006-Aug-18 12:30:00,146.0
2006-Aug-18 12:40:00,155.16666666666666
2006-Aug-18 12:50:00,164.33333333333331
2006-Aug-18 13:00:00,173.5
2006-Aug-18 13:10:00,182.66666666666669
2006-Aug-18 13:20:00,191.83333333333331
2006-Aug-18 13:30:00,201.0
2006-Aug-18 13:40:00,201.5
2006-Aug-18 13:50:00,202.0
2006-Aug-18 14:00:00,202.5
2006-Aug-18 14:10:00,203.0
2006-Aug-18 14:20:00,203.5
2006-Aug-18 14:30:00,204.0
2006-Aug-18 14:40:00,193.0
2006-Aug-18 14:50:00,182.00000000000003
2006-Aug-18 15:00:00,171.0
2006-Aug-18 15:10:00,160.0
2006-Aug-18 15:20:00,149.0
2006-Aug-18 15:30:00,138.0
2006-Aug-18 15:40:00,127.16666666666666
2006-Aug-18 15:50:00,116.33333333333334
2006-Aug-18 16:00:00,105.5
2006-Aug-18 16:10:00,94.66666666666666
2006-Aug-18 16:20:00,83.83333333333333
2006-Aug-18 16:30:00,73.0
2006-Aug-18 16:40:00,111.16666666666666
2006-Aug-18 16:50:00,149.33333333333331
2006-Aug-18 17:00:00,187.5
2006-Aug-18 17:10:00,225.66666666666669
2006-Aug-18 17:20:00,263.83333333333337
2006-Aug-18 17:30:00,302.0
2006-Aug-18 17:40:00,276.83333333333337
2006-Aug-18 17:50:00,251.66666666666666
2006-Aug-18 18:00:00,226.5
2006-Aug-18 18:10:00,201.33333333333331
2006-Aug-18 18:20:00,176.16666666666666
2006-Aug-18 18:30:00,151.0
2006-Aug-18 18:40:00,125.83333333333334
2006-Aug-18 18:50:00,100.66666666666667
2006-Aug-18 19:00:00,0.0
2006-Aug-18 19:10:00,0.0
2006-Aug-18 19:20:00,0.0
2006-Aug-18 19:30:00,0.0
2006-Aug-18 19:40:00,0.0
2006-Aug-18 19:50:00,0.0
2006-Aug-18 20:00:00,0.0
2006-Aug-18 20:10:00,0.0
2006-Aug-18 20:20:00,0.0
2006-Aug-18 20:30:00,0.0
2006-Aug-18 20:40:00,0.0
2006-Aug-18 20:50:00,0.0
2006-Aug-18 21:00:00,0.0
2006-Aug-18 21:10:00,0.0
2006-Aug-18 21:20:00,0.0
2006-Aug-18 21:30:00,0.0
2006-Aug-18 21:40:00,0.0
2006-Aug-18 21:50:00,0.0
2006-Aug-18 22:00:00,0.0
2006-Aug-18 22:10:00,0.0
2006-Aug-18 22:20:00,0.0
2006-Aug-18 22:30:00,0.0
2006-Aug-18 22:40:00,0.0
2006-Aug-18 22:50:00,0.0
2006-Aug-18 23:00:00,0.0
2006-Aug-18 23:10:00,0.0
2006-Aug-18 23:20:00,0.0
2006-Aug-18 23:30:00,0.0
2006-Aug-18 23:40:00,0.0
2006-Aug-18 23:50:00,0.0
2006-Aug-19 00:00:00,0.0
2006-Aug-19 00:10:00,0.0
2006-Aug-19 00:20:00,0.0
2006-Aug-19 00:30:00,0.0
2006-Aug-19 00:40:00,0.0
2006-Aug-19 00:50:00,0.0
2006-Aug-19 01:00:00,0.0
2006-Aug-19 01:10:00,0.0
2006-Aug-19 01:20:00,0.0
2006-Aug-19 01:30:00,0.0
2006-Aug-19 01:40:00,0.0
2006-Aug-19 01:50:00,0.0
2006-Aug-19 02:00:00,0.0
2006-Aug-19 02:10:00,0.0
2006-Aug-19 02:20:00,0.0
2006-Aug-19 02:30:00,0.0
2006-Aug-19 02:40:00,0.0
2006-Aug-19 02:50:00,0.0
2006-Aug-19 03:00:00,0.0
2006-Aug-19 03:10:00,0.0
2006-Aug-19 03:20:00,0.0
2006-Aug-19 03:30:00,0.0
2006-Aug-19 03:40:00,0.0
2006-Aug-19 03:50:00,0.0
2006-Aug-19 04:00:00,0.0
2006-Aug-19 04:10:00,0.0
2006-Aug-19 04:20:00,0.0
2006-Aug-19 04:30:00,0.0
2006-Aug-19 04:40:00,0.0
2006-Aug-19 04:50:00,0.0
2006-Aug-19 05:00:00,0.0
2006-Aug-19 05:10:00,0.0
2006-Aug-19 05:20:00,0.0
2006-Aug-19 05:30:00,0.0
2006-Aug-19 05:40:00,0.0
2006-Aug-19 05:50:00,0.0
2006-Aug-19 06:00:00,0.0
2006-Aug-19 06:10:00,0.0
2006-Aug-19 06:20:00,0.0
2006-Aug-19 06:30:00,0.0
2006-Aug-19 06:40:00,0.0
2006-Aug-19 06:50:00,0.0
2006-Aug-19 07:00:00,0.0
2006-Aug-19 07:10:00,0.0
2006-Aug-19 07:20:00,0.0
2006-Aug-19 07:30:00,0.0
2006-Aug-19 07:40:00,0.0
2006-Aug-19 07:50:00,0.0
2006-Aug-19 08:00:00,0.0
2006-Aug-19 08:10:00,0.0
2006-Aug-19 08:20:00,0.0
2006-Aug-19 08:30:00,0.0
2006-Aug-19 08:40:00,0.9999999999999998
2006-Aug-19 08:50:00,1.9999999999999996
2006-Aug-19 09:00:00,3.0
2006-Aug-19 09:10:00,4.0
2006-Aug-19 09:20:00,5.0
2006-Aug-19 09:30:00,6.0
2006-Aug-19 09:40:00,6.5
2006-Aug-19 09:50:00,6.999999999999999
2006-Aug-19 10:00:00,7.5
2006-Aug-19 10:10:00,8.0
2006-Aug-19 10:20:00,8.5
2006-Aug-19 10:30:00,9.0
2006-Aug-19 10:40:00,8.0
2006-Aug-19 10:50:00,7.000000000000001
2006-Aug-19 11:00:00,6.0
2006-Aug-19 11:10:00,4.999999999999999
2006-Aug-19 11:20:00,3.9999999999999996
2006-Aug-19 11:30:00,3.0
2006-Aug-19 11:40:00,4.666666666666666
2006-Aug-19 11:50:00,6.333333333333332
2006-Aug-19 12:00:00,8.0
2006-Aug-19 12:10:00,9.666666666666668
2006-Aug-19 12:20:00,11.333333333333334
2006-Aug-19 12:30:00,13.0
2006-Aug-19 12:40:00,14.166666666666666
2006-Aug-19 12:50:00,15.333333333333332
2006-Aug-19 13:00:00,16.5
2006-Aug-19 13:10:00,17.666666666666668
2006-Aug-19 13:20:00,18.833333333333336
2006-Aug-19 13:30:00,20.0
2006-Aug-19 13:40:00,20.166666666666668
2006-Aug-19 13:50:00,20.333333333333336
2006-Aug-19 14:00:00,20.5
2006-Aug-19 14:10:00,20.666666666666668
2006-Aug-19 14:20:00,20.833333333333332
2006-Aug-19 14:30:00,21.0
2006-Aug-19 14:40:00,22.666666666666664
2006-Aug-19 14:50:00,24.333333333333332
2006-Aug-19 15:00:00,26.0
2006-Aug-19 15:10:00,27.666666666666664
2006-Aug-19 15:20:00,29.333333333333336
2006-Aug-19 15:30:00,31.0
2006-Aug-19 15:40:00,28.0
2006-Aug-19 15:50:00,25.0
2006-Aug-19 16:00:00,22.0
2006-Aug-19 16:10:00,19.0
2006-Aug-19 16:20:00,16.0
2006-Aug-19 16:30:00,13.0
2006-Aug-19 16:40:00,18.666666666666664
2006-Aug-19 16:50:00,24.33333333333333
2006-Aug-19 17:00:00,30.0
2006-Aug-19 17:10:00,35.66666666666667
2006-Aug-19 17:20:00,41.333333333333336
2006-Aug-19 17:30:00,47.0
2006-Aug-19 17:40:00,61.66666666666667
2006-Aug-19 17:50:00,76.33333333333333
2006-Aug-19 18:00:00,91.0
2006-Aug-19 18:10:00,105.66666666666667
2006-Aug-19 18:20:00,120.33333333333333
2006-Aug-19 18:30:00,135.0
2006-Aug-19 18:40:00,112.5
2006-Aug-19 18:50:00,90.00000000000001
2006-Aug-19 19:00:00,0.0
2006-Aug-19 19:10:00,0.0
2006-Aug-19 19:20:00,0.0
2006-Aug-19 19:30:00,0.0
2006-Aug-19 19:40:00,0.0
2006-Aug-19 19:50:00,0.0
2006-Aug-19 20:00:00,0.0
2006-Aug-19 20:10:00,0.0
2006-Aug-19 20:20:00,0.0
2006-Aug-19 20:30:00,0.0
2006-Aug-19 20:40:00,0.0
2006-Aug-19 20:50:00,0.0
2006-Aug-19 21:00:00,0.0
2006-Aug-19 21:10:00,0.0
2006-Aug-19 21:20:00,0.0
2006-Aug-19 21:30:00,0.0
2006-Aug-19 21:40:00,0.0
2006-Aug-19 21:50:00,0.0
2006-Aug-19 22:00:00,0.0
2006-Aug-19 22:10:00,0.0
2006-Aug-19 22:20:00,0.0
2006-Aug-19 22:30:00,0.0
2006-Aug-19 22:40:00,0.0
2006-Aug-19 22:50:00,0.0
2006-Aug-19 23:00:00,0.0
2006-Aug-19 23:10:00,0.0
2006-Aug-19 23:20:00,0.0
2006-Aug-19 23:30:00,0.0
2006-Aug-19 23:40:00,0.0
2006-Aug-19 23:50:00,0.0
2006-Aug-20 00:00:00,0.0
2006-Aug-20 00:10:00,0.0
2006-Aug-20 00:20:00,0.0
2006-Aug-20 00:30:00,0.0
2006-Aug-20 00:40:00,0.0
2006-Aug-20 00:50:00,0.0
2006-Aug-20 01:00:00,0.0
2006-Aug-20 01:10:00,0.0
2006-Aug-20 01:20:00,0.0
2006-Aug-20 01:30:00,0.0
2006-Aug-20 01:40:00,0.0
2006-Aug-20 01:50:00,0.0
2006-Aug-20 02:00:00,0.0
2006-Aug-20 02:10:00,0.0
2006-Aug-20 02:20:00,0.0
2006-Aug-20 02:30:00,0.0
2006-Aug-20 02:40:00,0.0
2006-Aug-20 02:50:00,0.0
2006-Aug-20 03:00:00,0.0
2006-Aug-20 03:10:00,0.0
2006-Aug-20 03:20:00,0.0
2006-Aug-20 03:30:00,0.0
2006-Aug-20 03:40:00,0.0
2006-Aug-20 03:50:00,0.0
2006-Aug-20 04:00:00,0.0
2006-Aug-20 04:10:00,0.0
2006-Aug-20 04:20:00,0.0
2006-Aug-20 04:30:00,0.0
2006-Aug-20 04:40:00,0.0
2006-Aug-20 04:50:00,0.0
2006-Aug-20 05:00:00,0.0
2006-Aug-20 05:10:00,0.0
2006-Aug-20 05:20:00,0.0
2006-Aug-20 05:30:00,0.0
2006-Aug-20 05:40:00,0.0
2006-Aug-20 05:50:00,0.0
2006-Aug-20 06:00:00,0.0
2006-Aug-20 06:10:00,0.0
2006-Aug-20 06:20:00,0.0
2006-Aug-20 06:30:00,0.0
2006-Aug-20 06:40:00,0.0
2006-Aug-20 06:50:00,0.0
2006-Aug-20 07:00:00,0.0
2006-Aug-20 07:10:00,0.0
2006-Aug-20 07:20:00,0.0
2006-Aug-20 07:30:00,0.0
2006-Aug-20 07:40:00,0.0
2006-Aug-20 07:50:00,0.0
2006-Aug-20 08:00:00,0.0
2006-Aug-20 08:10:00,0.0
2006-Aug-20 08:20:00,0.0
2006-Aug-20 08:30:00,0.0
2006-Aug-20 08:40:00,8.333333333333332
2006-Aug-20 08:50:00,16.666666666666664
2006-Aug-20 09:00:00,25.0
2006-Aug-20 09:10:00,33.333333333333336
2006-Aug-20 09:20:00,41.66666666666667
2006-Aug-20 09:30:00,50.0
2006-Aug-20 09:40:00,55.0
2006-Aug-20 09:50:00,60.0
2006-Aug-20 10:00:00,65.0
2006-Aug-20 10:10:00,70.0
2006-Aug-20 10:20:00,75.0
2006-Aug-20 10:30:00,80.0
2006-Aug-20 10:40:00,108.66666666666666
2006-Aug-20 10:50:00,137.33333333333331
2006-Aug-20 11:00:00,166.0
2006-Aug-20 11:10:00,194.66666666666669
2006-Aug-20 11:20:00,223.33333333333334
2006-Aug-20 11:30:00,252.0
2006-Aug-20 11:40:00,241.16666666666666
2006-Aug-20 11:50:00,230.33333333333334
2006-Aug-20 12:00:00,219.5
2006-Aug-20 12:10:00,208.66666666666669
2006-Aug-20 12:20:00,197.83333333333334
2006-Aug-20 12:30:00,187.0
2006-Aug-20 12:40:00,201.83333333333334
2006-Aug-20 12:50:00,216.66666666666669
2006-Aug-20 13:00:00,231.5
2006-Aug-20 13:10:00,246.33333333333334
2006-Aug-20 13:20:00,261.1666666666667
2006-Aug-20 13:30:00,276.0
2006-Aug-20 13:40:00,278.66666666666663
2006-Aug-20 13:50:00,281.33333333333337
2006-Aug-20 14:00:00,284.0
2006-Aug-20 14:10:00,286.6666666666667
2006-Aug-20 14:20:00,289.3333333333333
2006-Aug-20 14:30:00,292.0
2006-Aug-20 14:40:00,269.1666666666667
2006-Aug-20 14:50:00,246.33333333333334
2006-Aug-20 15:00:00,223.5
2006-Aug-20 15:10:00,200.66666666666666
2006-Aug-20 15:20:00,177.83333333333334
2006-Aug-20 15:30:00,155.0
2006-Aug-20 15:40:00,221.83333333333331
2006-Aug-20 15:50:00,288.66666666666663
2006-Aug-20 16:00:00,355.5
2006-Aug-20 16:10:00,422.33333333333337
2006-Aug-20 16:20:00,489.1666666666667
2006-Aug-20 16:30:00,556.0
2006-Aug-20 16:40:00,514.3333333333334
2006-Aug-20 16:50:00,472.66666666666663
2006-Aug-20 17:00:00,431.0
2006-Aug-20 17:10:00,389.3333333333333
2006-Aug-20 17:20:00,347.66666666666663
2006-Aug-20 17:30:00,306.0
2006-Aug-20 17:40:00,269.6666666666667
2006-Aug-20 17:50:00,233.33333333333337
2006-Aug-20 18:00:00,197.0
2006-Aug-20 18:10:00,160.66666666666663
2006-Aug-20 18:20:00,124.33333333333333
2006-Aug-20 18:30:00,88.0
2006-Aug-20 18:40:00,73.33333333333334
2006-Aug-20 18:50:00,58.66666666666667
2006-Aug-20 19:00:00,0.0
2006-Aug-20 19:10:00,0.0
2006-Aug-20 19:20:00,0.0
2006-Aug-20 19:30:00,0.0
2006-Aug-20 19:40:00,0.0
2006-Aug-20 19:50:00,0.0
2006-Aug-20 20:00:00,0.0
2006-Aug-20 20:10:00,0.0
2006-Aug-20 20:20:00,0.0
2006-Aug-20 20:30:00,0.0
2006-Aug-20 20:40:00,0.0
2006-Aug-20 20:50:00,0.0
2006-Aug-20 21:00:00,0.0
2006-Aug-20 21:10:00,0.0
2006-Aug-20 21:20:00,0.0
2006-Aug-20 21:30:00,0.0
2006-Aug-20 21:40:00,0.0
2006-Aug-20 21:50:00,0.0
2006-Aug-20 22:00:00,0.0
2006-Aug-20 22:10:00,0.0
2006-Aug-20 22:20:00,0.0
2006-Aug-20 22:30:00,0.0
2006-Aug-20 22:40:00,0.0
2006-Aug-20 22:50:00,0.0
2006-Aug-20 23:00:00,0.0
2006-Aug-20 23:10:00,0.0
2006-Aug-20 23:20:00,0.0
2006-Aug-20 23:30:00,0.0
2006-Aug-20 23:40:00,0.0
2006-Aug-20 23:50:00,0.0
2006-Aug-21 00:00:00,0.0
2006-Aug-21 00:10:00,0.0
2006-Aug-21 00:20:00,0.0
2006-Aug-21 00:30:00,0.0
2006-Aug-21 00:40:00,0.0
2006-Aug-21 00:50:00,0.0
2006-Aug-21 01:00:00,0.0
2006-Aug-21 01:10:00,0.0
2006-Aug-21 01:20:00,0.0
2006-Aug-21 01:30:00,0.0
2006-Aug-21 01:40:00,0.0
2006-Aug-21 01:50:00,0.0
2006-Aug-21 02:00:00,0.0
2006-Aug-21 02:10:00,0.0
2006-Aug-21 02:20:00,0.0
2006-Aug-21 02:30:00,0.0
2006-Aug-21 02:40:00,0.0
2006-Aug-21 02:50:00,0.0
2006-Aug-21 03:00:00,0.0
2006-Aug-21 03:10:00,0.0
2006-Aug-21 03:20:00,0.0
2006-Aug-21 03:30:00,0.0
2006-Aug-21 03:40:00,0.0
2006-Aug-21 03:50:00,0.0
2006-Aug-21 04:00:00,0.0
2006-Aug-21 04:10:00,0.0
2006-Aug-21 04:20:00,0.0
2006-Aug-21 04:30:00,0.0
2006-Aug-21 04:40:00,0.0
2006-Aug-21 04:50:00,0.0
2006-Aug-21 05:00:00,0.0
2006-Aug-21 05:10:00,0.0
2006-Aug-21 05:20:00,0.0
2006-Aug-21 05:30:00,0.0
2006-Aug-21 05:40:00,0.0
2006-Aug-21 05:50:00,0.0
2006-Aug-21 06:00:00,0.0
2006-Aug-21 06:10:00,0.0
2006-Aug-21 06:20:00,0.0
2006-Aug-21 06:30:00,35.0
2006-Aug-21 06:40:00,29.166666666666668
2006-Aug-21 06:50:00,23.333333333333336
2006-Aug-21 07:00:00,17.5
2006-Aug-21 07:10:00,11.666666666666664
2006-Aug-21 07:20:00,5.833333333333332
2006-Aug-21 07:30:00,0.0
2006-Aug-21 07:40:00,34.83333333333333
2006-Aug-21 07:50:00,69.66666666666666
2006-Aug-21 08:00:00,104.5
2006-Aug-21 08:10:00,139.33333333333334
2006-Aug-21 08:20:00,174.16666666666669
2006-Aug-21 08:30:00,209.0
2006-Aug-21 08:40:00,217.5
2006-Aug-21 08:50:00,226.0
2006-Aug-21 09:00:00,234.5
2006-Aug-21 09:10:00,243.0
2006-Aug-21 09:20:00,251.5
2006-Aug-21 09:30:00,260.0
2006-Aug-21 09:40:00,264.5
2006-Aug-21 09:50:00,269.0
2006-Aug-21 10:00:00,273.5
2006-Aug-21 10:10:00,278.0
2006-Aug-21 10:20:00,282.5
2006-Aug-21 10:30:00,287.0
2006-Aug-21 10:40:00,279.83333333333337
2006-Aug-21 10:50:00,272.66666666666663
2006-Aug-21 11:00:00,265.5
2006-Aug-21 11:10:00,258.3333333333333
2006-Aug-21 11:20:00,251.16666666666666
2006-Aug-21 11:30:00,244.0
2006-Aug-21 11:40:00,275.5
2006-Aug-21 11:50:00,307.0
2006-Aug-21 12:00:00,338.5
2006-Aug-21 12:10:00,370.0
2006-Aug-21 12:20:00,401.5
2006-Aug-21 12:30:00,433.0
2006-Aug-21 12:40:00,491.33333333333337
2006-Aug-21 12:50:00,549.6666666666666
2006-Aug-21 13:00:00,608.0
2006-Aug-21 13:10:00,666.3333333333335
2006-Aug-21 13:20:00,724.6666666666666
2006-Aug-21 13:30:00,783.0
2006-Aug-21 13:40:00,726.5
2006-Aug-21 13:50:00,670.0000000000001
2006-Aug-21 14:00:00,613.5
2006-Aug-21 14:10:00,557.0
2006-Aug-21 14:20:00,500.5
2006-Aug-21 14:30:00,444.0
2006-Aug-21 14:40:00,428.66666666666663
2006-Aug-21 14:50:00,413.33333333333337
2006-Aug-21 15:00:00,398.0
2006-Aug-21 15:10:00,382.66666666666663
2006-Aug-21 15:20:00,367.33333333333337
2006-Aug-21 15:30:00,352.0
2006-Aug-21 15:40:00,322.83333333333337
2006-Aug-21 15:50:00,293.6666666666667
2006-Aug-21 16:00:00,264.5
2006-Aug-21 16:10:00,235.33333333333331
2006-Aug-21 16:20:00,206.16666666666666
2006-Aug-21 16:30:00,177.0
2006-Aug-21 16:40:00,169.0
2006-Aug-21 16:50:00,161.0
2006-Aug-21 17:00:00,153.0
2006-Aug-21 17:10:00,145.0
2006-Aug-21 17:20:00,137.0
2006-Aug-21 17:30:00,129.0
2006-Aug-21 17:40:00,134.0
2006-Aug-21 17:50:00,139.0
2006-Aug-21 18:00:00,144.0
2006-Aug-21 18:10:00,149.0
2006-Aug-21 18:20:00,154.0
2006-Aug-21 18:30:00,159.0
2006-Aug-21 18:40:00,132.5
2006-Aug-21 18:50:00,106.00000000000001
2006-Aug-21 19:00:00,0.0
2006-Aug-21 19:10:00,0.0
2006-Aug-21 19:20:00,0.0
2006-Aug-21 19:30:00,0.0
2006-Aug-21 19:40:00,0.0
2006-Aug-21 19:50:00,0.0
2006-Aug-21 20:00:00,0.0
2006-Aug-21 20:10:00,0.0
2006-Aug-21 20:20:00,0.0
2006-Aug-21 20:30:00,0.0
2006-Aug-21 20:40:00,0.0
2006-Aug-21 20:50:00,0.0
2006-Aug-21 21:00:00,0.0
2006-Aug-21 21:10:00,0.0
2006-Aug-21 21:20:00,0.0
2006-Aug-21 21:30:00,0.0
2006-Aug-21 21:40:00,0.0
2006-Aug-21 21:50:00,0.0
2006-Aug-21 22:00:00,0.0
2006-Aug-21 22:10:00,0.0
2006-Aug-21 22:20:00,0.0
2006-Aug-21 22:30:00,0.0
2006-Aug-21 22:40:00,0.0
2006-Aug-21 22:50:00,0.0
2006-Aug-21 23:00:00,0.0
2006-Aug-21 23:10:00,0.0
2006-Aug-21 23:20:00,0.0
2006-Aug-21 23:30:00,0.0
2006-Aug-21 23:40:00,0.0
2006-Aug-21 23:50:00,0.0
2006-Aug-22 00:00:00,0.0
2006-Aug-22 00:10:00,0.0
2006-Aug-22 00:20:00,0.0
2006-Aug-22 00:30:00,0.0
2006-Aug-22 00:40:00,0.0
2006-Aug-22 00:50:00,0.0
2006-Aug-22 01:00:00,0.0
2006-Aug-22 01:10:00,0.0
2006-Aug-22 01:20:00,0.0
2006-Aug-22 01:30:00,0.0
2006-Aug-22 01:40:00,0.0
2006-Aug-22 01:50:00,0.0
2006-Aug-22 02:00:00,0.0
2006-Aug-22 02:10:00,0.0
2006-Aug-22 02:20:00,0.0
2006-Aug-22 02:30:00,0.0
2006-Aug-22 02:40:00,0.0
2006-Aug-22 02:50:00,0.0
2006-Aug-22 03:00:00,0.0
2006-Aug-22 03:10:00,0.0
2006-Aug-22 03:20:00,0.0
2006-Aug-22 03:30:00,0.0
2006-Aug-22 03:40:00,0.0
2006-Aug-22 03:50:00,0.0
2006-Aug-22 04:00:00,0.0
2006-Aug-22 04:10:00,0.0
2006-Aug-22 04:20:00,0.0
2006-Aug-22 04:30:00,0.0
2006-Aug-22 04:40:00,0.0
2006-Aug-22 04:50:00,0.0
2006-Aug-22 05:00:00,0.0
2006-Aug-22 05:10:00,0.0
2006-Aug-22 05:20:00,0.0
2006-Aug-22 05:30:00,0.0
2006-Aug-22 05:40:00,0.0
2006-Aug-22 05:50:00,0.0
2006-Aug-22 06:00:00,0.0
2006-Aug-22 06:10:00,0.0
2006-Aug-22 06:20:00,0.0
2006-Aug-22 06:30:00,0.0
2006-Aug-22 06:40:00,0.33333333333333326
2006-Aug-22 06:50:00,0.6666666666666665
2006-Aug-22 07:00:00,1.0
2006-Aug-22 07:10:00,1.3333333333333335
2006-Aug-22 07:20:00,1.6666666666666667
2006-Aug-22 07:30:00,2.0
2006-Aug-22 07:40:00,7.666666666666665
2006-Aug-22 07:50:00,13.33333333333333
2006-Aug-22 08:00:00,19.0
2006-Aug-22 08:10:00,24.66666666666667
2006-Aug-22 08:20:00,30.333333333333332
2006-Aug-22 08:30:00,36.0
2006-Aug-22 08:40:00,36.0
2006-Aug-22 08:50:00,36.0
2006-Aug-22 09:00:00,36.0
2006-Aug-22 09:10:00,36.0
2006-Aug-22 09:20:00,36.0
2006-Aug-22 09:30:00,36.0
2006-Aug-22 09:40:00,46.83333333333333
2006-Aug-22 09:50:00,57.66666666666666
2006-Aug-22 10:00:00,68.5
2006-Aug-22 10:10:00,79.33333333333334
2006-Aug-22 10:20:00,90.16666666666667
2006-Aug-22 10:30:00,101.0
2006-Aug-22 10:40:00,99.16666666666667
2006-Aug-22 10:50:00,97.33333333333334
2006-Aug-22 11:00:00,95.5
2006-Aug-22 11:10:00,93.66666666666666
2006-Aug-22 11:20:00,91.83333333333333
2006-Aug-22 11:30:00,90.0
2006-Aug-22 11:40:00,80.83333333333333
2006-Aug-22 11:50:00,71.66666666666667
2006-Aug-22 12:00:00,62.5
2006-Aug-22 12:10:00,53.33333333333333
2006-Aug-22 12:20:00,44.166666666666664
2006-Aug-22 12:30:00,35.0
2006-Aug-22 12:40:00,35.5
2006-Aug-22 12:50:00,36.0
2006-Aug-22 13:00:00,36.5
2006-Aug-22 13:10:00,37.0
2006-Aug-22 13:20:00,37.5
2006-Aug-22 13:30:00,38.0
2006-Aug-22 13:40:00,57.33333333333333
2006-Aug-22 13:50:00,76.66666666666666
2006-Aug-22 14:00:00,96.0
2006-Aug-22 14:10:00,115.33333333333334
2006-Aug-22 14:20:00,134.66666666666669
2006-Aug-22 14:30:00,154.0
2006-Aug-22 14:40:00,130.0
2006-Aug-22 14:50:00,106.0
2006-Aug-22 15:00:00,82.0
2006-Aug-22 15:10:00,57.999999999999986
2006-Aug-22 15:20:00,33.99999999999999
2006-Aug-22 15:30:00,10.0
2006-Aug-22 15:40:00,10.0
2006-Aug-22 15:50:00,10.0
2006-Aug-22 16:00:00,10.0
2006-Aug-22 16:10:00,10.0
2006-Aug-22 16:20:00,10.0
2006-Aug-22 16:30:00,10.0
2006-Aug-22 16:40:00,8.666666666666668
2006-Aug-22 16:50:00,7.333333333333334
2006-Aug-22 17:00:00,6.0
2006-Aug-22 17:10:00,4.666666666666666
2006-Aug-22 17:20:00,3.333333333333333
2006-Aug-22 17:30:00,2.0
2006-Aug-22 17:40:00,10.666666666666664
2006-Aug-22 17:50:00,19.33333333333333
2006-Aug-22 18:00:00,28.0
2006-Aug-22 18:10:00,36.66666666666667
2006-Aug-22 18:20:00,45.333333333333336
2006-Aug-22 18:30:00,54.0
2006-Aug-22 18:40:00,45.0
2006-Aug-22 18:50:00,36.00000000000001
2006-Aug-22 19:00:00,0.0
2006-Aug-22 19:10:00,0.0
2006-Aug-22 19:20:00,0.0
2006-Aug-22 19:30:00,0.0
2006-Aug-22 19:40:00,0.0
2006-Aug-22 19:50:00,0.0
2006-Aug-22 20:00:00,0.0
2006-Aug-22 20:10:00,0.0
2006-Aug-22 20:20:00,0.0
2006-Aug-22 20:30:00,0.0
2006-Aug-22 20:40:00,0.0
2006-Aug-22 20:50:00,0.0
2006-Aug-22 21:00:00,0.0
2006-Aug-22 21:10:00,0.0
2006-Aug-22 21:20:00,0.0
2006-Aug-22 21:30:00,0.0
2006-Aug-22 21:40:00,0.0
2006-Aug-22 21:50:00,0.0
2006-Aug-22 22:00:00,0.0
2006-Aug-22 22:10:00,0.0
2006-Aug-22 22:20:00,0.0
2006-Aug-22 22:30:00,0.0
2006-Aug-22 22:40:00,0.0
2006-Aug-22 22:50:00,0.0
2006-Aug-22 23:00:00,0.0
2006-Aug-22 23:10:00,0.0
2006-Aug-22 23:20:00,0.0
2006-Aug-22 23:30:00,0.0
2006-Aug-22 23:40:00,0.0
2006-Aug-22 23:50:00,0.0
2006-Aug-23 00:00:00,0.0
2006-Aug-23 00:10:00,0.0
2006-Aug-23 00:20:00,0.0
2006-Aug-23 00:30:00,0.0
2006-Aug-23 00:40:00,0.0
2006-Aug-23 00:50:00,0.0
2006-Aug-23 01:00:00,0.0
2006-Aug-23 01:10:00,0.0
2006-Aug-23 01:20:00,0.0
2006-Aug-23 01:30:00,0.0
2006-Aug-23 01:40:00,0.0
2006-Aug-23 01:50:00,0.0
2006-Aug-23 02:00:00,0.0
2006-Aug-23 02:10:00,0.0
2006-Aug-23 02:20:00,0.0
2006-Aug-23 02:30:00,0.0
2006-Aug-23 02:40:00,0.0
2006-Aug-23 02:50:00,0.0
2006-Aug-23 03:00:00,0.0
2006-Aug-23 03:10:00,0.0
2006-Aug-23 03:20:00,0.0
2006-Aug-23 03:30:00,0.0
2006-Aug-23 03:40:00,0.0
2006-Aug-23 03:50:00,0.0
2006-Aug-23 04:00:00,0.0
2006-Aug-23 04:10:00,0.0
2006-Aug-23 04:20:00,0.0
2006-Aug-23 04:30:00,0.0
2006-Aug-23 04:40:00,0.0
2006-Aug-23 04:50:00,0.0
2006-Aug-23 05:00:00,0.0
2006-Aug-23 05:10:00,0.0
2006-Aug-23 05:20:00,0.0
2006-Aug-23 05:30:00,0.0
2006-Aug-23 05:40:00,0.0
2006-Aug-23 05:50:00,0.0
2006-Aug-23 06:00:00,0.0
