Zone Timestep,ESTE:Surface Outside Face Incident Solar Radiation Rate per Area[W/m2],NORTE:Surface Outside Face Incident Solar Radiation Rate per Area[W/m2],OESTE:Surface Outside Face Incident Solar Radiation Rate per Area[W/m2],SUR:Surface Outside Face Incident Solar Radiation Rate per Area[W/m2],TECHO:Surface Outside Face Incident Solar Radiation Rate per Area[W/m2]
2006-Jun-23 15:10:00,194.44502566314537,228.05064965112894,328.05477042373764,194.44502566314537,495.41446776921055
2006-Jun-23 15:20:00,192.85839353042377,229.22024372361273,337.1013131645519,192.85839353042377,492.0372772147741
2006-Jun-23 15:30:00,191.13301324969126,230.558920604913,346.506094812894,191.13301324969126,488.3449597425036
2006-Jun-23 15:40:00,185.2790864947365,226.96901580146917,347.9301537509754,185.2790864947365,473.575818168445
2006-Jun-23 15:50:00,179.27985502048804,223.40286709565677,349.16469251087375,179.27985502048804,458.4592522705034
2006-Jun-23 16:00:00,171.21648414883202,225.4769124596396,376.6710312989664,171.21648414883202,442.9886759156628
2006-Jun-23 16:10:00,165.51300464171197,222.69637509280247,378.13759058927735,165.51300464171197,427.1585879133644
2006-Jun-23 16:20:00,159.61924113055107,219.91231436556603,379.32853022896353,159.61924113055107,410.96459825085975
2006-Jun-23 16:30:00,153.53634541480506,217.14050996911305,380.2842870656811,153.53634541480506,394.4034514008827
2006-Jun-23 16:40:00,146.92331945587696,216.35925047208391,388.77115623822834,146.92331945587696,381.4971935394366
2006-Jun-23 16:50:00,140.02804729073023,215.72198653697342,397.2523371237791,140.02804729073023,367.39689847078694
2006-Jun-23 17:00:00,132.85117046169987,215.24929548974603,405.7003689948432,132.85117046169987,352.07501441940764
2006-Jun-23 17:10:00,125.39345631917124,214.96556241130577,414.096007548535,125.39345631917124,335.5083937780694
2006-Jun-23 17:20:00,117.65574031492689,214.9011486829192,422.43353793989945,117.65574031492689,317.6783814298227
2006-Jun-23 17:30:00,109.63881676399195,215.09593054249865,430.7291557005248,109.63881676399195,298.57089047689925
2006-Jun-23 17:40:00,99.45856583785701,199.9194170213741,396.29093128733837,99.45856583785701,261.78839476384786
2006-Jun-23 17:50:00,89.33066362197101,184.24821987831925,361.27593132744613,89.33066362197101,227.0360535605871
2006-Jun-23 18:00:00,79.26122357211213,168.16026820510223,326.04809387298315,79.26122357211213,194.36031792302808
2006-Jun-23 18:10:00,69.51385593903662,151.46665925478328,289.7866947778683,69.51385593903662,163.79961543007542
2006-Jun-23 18:20:00,57.95893160572628,126.50928607050878,236.24847323835746,57.95893160572628,135.3842431100354
2006-Jun-23 18:30:00,48.31748236524988,110.85501832189968,205.55187610773746,48.31748236524988,109.13628365707154
2006-Jun-23 18:40:00,39.659068706587206,106.67210443119774,202.4467267163382,39.659068706587206,88.92458663668808
2006-Jun-23 18:50:00,30.977582842293604,108.96312915639088,213.87734703898528,30.977582842293604,69.52241000114505
2006-Jun-23 19:00:00,22.262492291239955,92.13719511367898,180.3980844143897,22.262492291239955,50.93161729383267
2006-Jun-23 19:10:00,13.692942832046393,74.21288942064939,145.7546669778395,13.692942832046393,33.15099001785087
2006-Jun-23 19:20:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-23 19:30:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-23 19:40:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-23 19:50:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-23 20:00:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-23 20:10:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-23 20:20:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-23 20:30:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-23 20:40:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-23 20:50:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-23 21:00:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-23 21:10:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-23 21:20:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-23 21:30:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-23 21:40:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-23 21:50:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-23 22:00:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-23 22:10:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-23 22:20:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-23 22:30:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-23 22:40:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-23 22:50:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-23 23:00:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-23 23:10:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-23 23:20:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-23 23:30:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-23 23:40:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-23 23:50:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-24 00:00:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-24 00:10:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-24 00:20:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-24 00:30:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-24 00:40:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-24 00:50:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-24 01:00:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-24 01:10:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-24 01:20:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-24 01:30:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-24 01:40:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-24 01:50:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-24 02:00:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-24 02:10:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-24 02:20:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-24 02:30:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-24 02:40:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-24 02:50:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-24 03:00:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-24 03:10:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-24 03:20:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-24 03:30:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-24 03:40:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-24 03:50:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-24 04:00:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-24 04:10:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-24 04:20:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-24 04:30:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-24 04:40:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-24 04:50:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-24 05:00:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-24 05:10:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-24 05:20:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-24 05:30:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-24 05:40:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-24 05:50:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-24 06:00:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-24 06:10:00,43.187784116092416,22.797206205442656,5.959926009097601,5.959926009097601,10.53219219917513
2006-Jun-24 06:20:00,54.64064108002833,28.150667728399622,7.655244547831923,7.655244547831923,14.328576959777415
2006-Jun-24 06:30:00,65.19318527165848,32.85065252569387,9.33460473820997,9.33460473820997,18.595118659486353
2006-Jun-24 06:40:00,65.80958601518299,35.720625305429955,15.149302849687082,15.149302849687082,31.00685301225755
2006-Jun-24 06:50:00,80.29415629733501,44.329629254741654,21.08301477237636,21.08301477237636,43.79711756168169
2006-Jun-24 07:00:00,94.01942138303477,52.43597672438277,26.96970759249615,26.96970759249615,56.96195156600851
2006-Jun-24 07:10:00,107.1804924477037,60.15739897578288,32.81578376886376,32.81578376886376,70.49596055445984
2006-Jun-24 07:20:00,120.0244220085911,67.59073098611621,38.58543951214781,38.58543951214781,84.39232891950404
2006-Jun-24 07:30:00,132.2555521584726,74.70306922642152,44.356099729270426,44.356099729270426,98.6428365818435
2006-Jun-24 07:40:00,168.92539957028458,92.01764967439578,53.31115851444717,53.31115851444717,125.91330083189456
2006-Jun-24 07:50:00,204.52745274661956,108.52087741252815,62.3080024988741,62.3080024988741,155.0668332456343
2006-Jun-24 08:00:00,238.96526375803577,124.25886704028927,71.34859605602112,71.34859605602112,186.05845048175624
2006-Jun-24 08:10:00,297.42932606037823,147.04793156781312,80.35527151222347,80.35527151222347,218.83605504933982
2006-Jun-24 08:20:00,329.5810024049821,161.1027837303255,89.23059562229534,89.23059562229534,253.3405891026703
2006-Jun-24 08:30:00,360.0797796403678,174.42172116143493,98.08356254328919,98.08356254328919,289.50620826334364
2006-Jun-24 08:40:00,375.29848430842685,182.7063229335077,106.198513276575,106.198513276575,318.37732712589604
2006-Jun-24 08:50:00,389.19136972808946,190.56391498839446,114.15976220167036,114.15976220167036,347.69391989962827
2006-Jun-24 09:00:00,401.7169526214841,198.0180078023001,121.96197924323317,121.96197924323317,377.41560246612266
2006-Jun-24 09:10:00,412.8303366318424,205.0905095004338,129.59927788159482,129.59927788159482,407.500029004086
2006-Jun-24 09:20:00,422.4843478605612,211.80229721528136,137.0652947946849,137.0652947946849,437.9030074325783
2006-Jun-24 09:30:00,430.63035299856125,218.1736310485093,144.35324773940889,144.35324773940889,468.5786205687494
2006-Jun-24 09:40:00,437.67791349325506,223.89219386267933,150.85881061125602,150.85881061125602,499.5973233905097
2006-Jun-24 09:50:00,443.0729690648026,229.32723111187303,157.21612286766563,157.21612286766563,530.939451135648
2006-Jun-24 10:00:00,446.75396024121954,234.498786552053,163.41666777004144,163.41666777004144,562.5442426011157
2006-Jun-24 10:10:00,448.6609073766588,239.42762672278258,169.45168576928307,169.45168576928307,594.3492127987361
2006-Jun-24 10:20:00,448.7354721194113,244.13529324905826,175.312206283704,175.312206283704,626.2903323117705
2006-Jun-24 10:30:00,446.9209909788088,248.64416360022048,180.98909259851703,180.98909259851703,658.3022118059473
2006-Jun-24 10:40:00,459.406491652122,246.1884024215222,171.61482496401834,171.61482496401834,690.0939844545272
2006-Jun-24 10:50:00,450.09478539154327,242.81442069931475,167.6517024552208,167.6517024552208,723.2352464175698
2006-Jun-24 11:00:00,437.285287303737,239.37386777679592,163.8061142449182,163.8061142449182,757.4837536653971
2006-Jun-24 11:10:00,422.5511063049713,231.42591316015142,153.02245467270382,153.02245467270382,792.5917448903829
2006-Jun-24 11:20:00,401.9807975401827,227.71624066104744,148.98001519946507,148.98001519946507,828.3067080392655
2006-Jun-24 11:30:00,377.7566544503038,224.27809127609962,145.24850246001483,145.24850246001483,864.372161817727
2006-Jun-24 11:40:00,346.2746272188273,223.55755959128635,147.88733594803327,147.88733594803327,871.6901342317835
2006-Jun-24 11:50:00,314.2044399388703,222.79729235637856,149.98561069610437,149.98561069610437,877.6155503313621
2006-Jun-24 12:00:00,281.64653826716074,222.03823913223974,151.58799833620586,151.58799833620586,882.2254719596436
2006-Jun-24 12:10:00,248.73577283521308,221.35578906977503,152.7798372807056,152.7798372807056,885.6000110604281
2006-Jun-24 12:20:00,215.70539229250267,220.91011033819908,153.74439102195308,153.74439102195308,887.8220647912577
2006-Jun-24 12:30:00,197.7322758900383,234.6381481067504,170.4939017430657,170.4939017430657,888.9770445093636
2006-Jun-24 12:40:00,170.6464835213955,232.17666709604475,175.66140946814974,170.6464835213955,862.3999865037256
2006-Jun-24 12:50:00,171.80695905060026,230.9767098605846,206.41805328902427,171.80695905060026,834.9930913641706
2006-Jun-24 13:00:00,173.78520250725686,230.82280528120165,235.05267133847047,173.78520250725686,806.9773407748291
2006-Jun-24 13:10:00,176.2249422431904,231.3536856784266,261.04542832252326,176.2249422431904,778.574542523561
2006-Jun-24 13:20:00,192.30970761115125,240.8706309757296,288.1770841013707,192.30970761115125,750.0066298524431
2006-Jun-24 13:30:00,195.0835153921694,242.06700173906842,306.1789166977532,195.0835153921694,721.494961733116
2006-Jun-24 13:40:00,197.41655601513816,244.66993823703316,325.60696642274985,197.41655601513816,708.538418182271
2006-Jun-24 13:50:00,199.75614220126027,247.4794491975523,343.61693319489405,199.75614220126027,695.5158991950271
2006-Jun-24 14:00:00,202.09013392740889,250.4619513871384,360.231480058033,202.09013392740889,682.521704472116
2006-Jun-24 14:10:00,217.1245252197858,260.40930918448623,367.9462657208304,217.1245252197858,669.649248014064
2006-Jun-24 14:20:00,218.3989326199022,262.46753256715334,379.27104894473683,218.3989326199022,656.9907693101948
2006-Jun-24 14:30:00,219.56888503601945,264.5570297887658,389.49652869938535,219.56888503601945,644.6370485580071
2006-Jun-24 14:40:00,214.18239663666344,258.9542681423391,387.44389584212485,214.18239663666344,614.1614397757166
2006-Jun-24 14:50:00,208.66180836491458,253.16055817336962,383.5878117507264,208.66180836491458,584.0536361491293
2006-Jun-24 15:00:00,203.01805925173062,247.15741782993524,378.0155937006179,203.01805925173062,554.3865857963941
2006-Jun-24 15:10:00,202.81475150330854,239.72496184105526,349.6783823444429,202.81475150330854,525.2311537447329
2006-Jun-24 15:20:00,196.153344240994,232.28834161897382,339.5458785991512,196.153344240994,496.6559045982108
2006-Jun-24 15:30:00,189.44554294017095,224.6465423572963,328.1579342468974,189.44554294017095,468.7268921096181
2006-Jun-24 15:40:00,183.8414996522958,221.81992995852326,332.03396054897405,183.8414996522958,457.73501290444057
2006-Jun-24 15:50:00,178.0663849602199,219.06344976239293,335.96609880389644,178.0663849602199,446.1601048959949
2006-Jun-24 16:00:00,172.12079569811954,216.3906067633953,339.9571697701028,172.12079569811954,433.978104328536
2006-Jun-24 16:10:00,166.00520143232316,213.81655777323687,344.01188127800253,166.00520143232316,421.1670324423131
2006-Jun-24 16:20:00,158.9241116903277,218.30704747913794,375.47373360167916,158.9241116903277,407.7070729506583
2006-Jun-24 16:30:00,152.95494134718027,216.55963209465398,379.8810594002441,152.95494134718027,393.58064356375246
2006-Jun-24 16:40:00,139.88925865399176,200.61223267638263,351.4961072007351,139.88925865399176,351.96688582124455
2006-Jun-24 16:50:00,125.74814282095221,175.1402837325929,293.7301373112577,125.74814282095221,311.0166908876856
2006-Jun-24 17:00:00,111.66695916355394,157.05343234516482,262.05957179644446,111.66695916355394,270.76539280040646
2006-Jun-24 17:10:00,97.35322553854066,138.15064021686845,228.92854516584475,97.35322553854066,231.24549503886183
2006-Jun-24 17:20:00,82.78171970142637,118.39915160095353,194.47822839509877,82.78171970142637,192.48657671278315
2006-Jun-24 17:30:00,67.9121753692798,97.79279212037288,158.95305244095198,67.9121753692798,154.51520723348838
2006-Jun-24 17:40:00,60.472838150909254,87.28340240807037,139.7485034815984,60.472838150909254,134.13675662720092
2006-Jun-24 17:50:00,53.05089016328954,76.41466014457545,120.0432224629284,53.05089016328954,114.565060582962
2006-Jun-24 18:00:00,45.64881817749935,65.15816680635751,99.85469377371078,45.64881817749935,95.81689090415327
2006-Jun-24 18:10:00,38.33269670630392,53.30967096643529,78.62649992773903,38.33269670630392,77.90585178376082
2006-Jun-24 18:20:00,30.9779972093714,41.06394155107881,57.23210025400941,30.9779972093714,60.84234057353068
2006-Jun-24 18:30:00,22.946055048786775,24.69592131339006,27.354493662548315,22.946055048786775,44.63351772856697
2006-Jun-24 18:40:00,19.03602022367536,21.046867609704634,23.928861456139852,19.03602022367536,37.06820333145968
2006-Jun-24 18:50:00,15.119352771111371,18.041227325517053,21.98093484478043,15.119352771111371,29.5534839584049
2006-Jun-24 19:00:00,11.194682264653771,14.995432183526969,19.80561686884109,11.194682264653771,22.089476080864543
2006-Jun-24 19:10:00,7.289320148013736,11.93986302464953,17.447916596409836,7.289320148013736,14.676103542782345
2006-Jun-24 19:20:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-24 19:30:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-24 19:40:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-24 19:50:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-24 20:00:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-24 20:10:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-24 20:20:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-24 20:30:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-24 20:40:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-24 20:50:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-24 21:00:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-24 21:10:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-24 21:20:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-24 21:30:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-24 21:40:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-24 21:50:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-24 22:00:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-24 22:10:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-24 22:20:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-24 22:30:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-24 22:40:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-24 22:50:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-24 23:00:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-24 23:10:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-24 23:20:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-24 23:30:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-24 23:40:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-24 23:50:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 00:00:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 00:10:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 00:20:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 00:30:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 00:40:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 00:50:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 01:00:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 01:10:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 01:20:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 01:30:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 01:40:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 01:50:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 02:00:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 02:10:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 02:20:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 02:30:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 02:40:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 02:50:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 03:00:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 03:10:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 03:20:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 03:30:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 03:40:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 03:50:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 04:00:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 04:10:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 04:20:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 04:30:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 04:40:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 04:50:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 05:00:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 05:10:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 05:20:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 05:30:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 05:40:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 05:50:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 06:00:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 06:10:00,3.0809574755699063,3.0809574755699063,3.0809574755699063,3.0809574755699063,6.000000000000001
2006-Jun-25 06:20:00,3.8408714925626137,3.8408714925626137,3.8408714925626137,3.8408714925626137,7.5
2006-Jun-25 06:30:00,4.60741579371571,4.60741579371571,4.60741579371571,4.60741579371571,9.0
2006-Jun-25 06:40:00,7.446721279348303,7.446721279348303,7.446721279348303,7.446721279348303,14.499999999999998
2006-Jun-25 06:50:00,10.297092404462783,10.297092404462783,10.297092404462783,10.297092404462783,19.999999999999996
2006-Jun-25 07:00:00,13.157580176933092,13.157580176933092,13.157580176933092,13.157580176933092,25.5
2006-Jun-25 07:10:00,16.027929663657225,16.027929663657225,16.027929663657225,16.027929663657225,31.000000000000004
2006-Jun-25 07:20:00,18.910757159480028,18.910757159480028,18.910757159480028,18.910757159480028,36.5
2006-Jun-25 07:30:00,21.800559045753857,21.800559045753857,21.800559045753857,21.800559045753857,42.0
2006-Jun-25 07:40:00,26.78490995297724,26.686645059711385,26.637405572967147,26.637405572967147,51.22663089434267
2006-Jun-25 07:50:00,31.786996505839728,31.59018250304451,31.495832809222847,31.495832809222847,60.46536722352544
2006-Jun-25 08:00:00,36.805246421931614,36.510517579287,36.37509984207902,36.37509984207902,69.71595359754026
2006-Jun-25 08:10:00,41.83841127131383,41.44731909529993,41.274772862890906,41.274772862890906,78.97808918781176
2006-Jun-25 08:20:00,46.88545396995981,46.400463043702196,46.194610062505426,46.194610062505426,88.2514286455649
2006-Jun-25 08:30:00,51.945484498917,51.36996542123687,51.13449480643227,51.13449480643227,97.53558314783709
2006-Jun-25 08:40:00,54.47883459144266,53.72251395329473,53.42360401670813,53.42360401670813,101.9249008400808
2006-Jun-25 08:50:00,57.053377063545916,56.07131392060286,55.69524347314881,55.69524347314881,106.33488137987939
2006-Jun-25 09:00:00,59.69690275197003,58.39878266950244,57.91555299301879,57.91555299301879,110.76456269128583
2006-Jun-25 09:10:00,62.32053980289908,60.71287796050594,60.129880434068404,60.129880434068404,115.21290483778303
2006-Jun-25 09:20:00,64.9183035486199,63.01307681276176,62.33819993172842,62.33819993172842,119.67879318272823
2006-Jun-25 09:30:00,67.48491981721507,65.29912978663846,64.54040857823003,64.54040857823003,124.1610417665713
2006-Jun-25 09:40:00,77.5077033165986,73.89732343651869,72.66350002023681,72.66350002023681,141.1971691375714
2006-Jun-25 09:50:00,87.39263445192253,82.41310219870483,80.73142412400563,80.73142412400563,158.30773360679777
2006-Jun-25 10:00:00,97.10664712904435,90.84509083153054,88.74510831534997,88.74510831534997,175.4870553400881
2006-Jun-25 10:10:00,106.62046072197322,99.19301029450676,96.70466225637655,96.70466225637655,192.7291786974428
2006-Jun-25 10:20:00,115.90731477918499,107.4573442571967,104.60949301159997,104.60949301159997,210.02789072407626
2006-Jun-25 10:30:00,124.94202698476539,115.63911674430234,112.45839008880314,112.45839008880314,227.37674039353158
2006-Jun-25 10:40:00,119.8475273988693,111.97918314686835,109.22315247166875,109.22315247166875,220.03942703281555
2006-Jun-25 10:50:00,114.91137553552848,108.32729742866763,105.93506535068308,105.93506535068308,212.65490371571696
2006-Jun-25 11:00:00,110.11292977584415,104.67973249875925,102.60019606512967,102.60019606512967,205.226445077173
2006-Jun-25 11:10:00,105.43632870985473,101.033778075903,99.22386444100107,99.22386444100107,197.7574640261052
2006-Jun-25 11:20:00,100.86945291413255,97.38746315436909,95.81077155402505,95.81077155402505,190.25150052271832
2006-Jun-25 11:30:00,96.40313180170239,93.73935366209028,92.36511132009731,92.36511132009731,182.71221001893466
2006-Jun-25 11:40:00,101.38988576662928,98.87680804932681,97.3271112118139,97.3271112118139,193.74840256029165
2006-Jun-25 11:50:00,106.15753043337757,103.98380909830036,102.25718310809486,102.25718310809486,204.79369100294255
2006-Jun-25 12:00:00,110.69139762414893,109.06276556169382,107.1539013388277,107.1539013388277,215.84229547461743
2006-Jun-25 12:10:00,114.97707998880877,114.11673919598896,112.01656599492188,112.01656599492188,226.88839472772432
2006-Jun-25 12:20:00,119.00214744507252,119.15007381005903,116.84652897785679,116.84652897785679,237.92614443808247
2006-Jun-25 12:30:00,122.76142049983433,124.169834833844,121.65034251278897,121.65034251278897,248.9496956005881
2006-Jun-25 12:40:00,121.32041110764393,123.83200991640153,121.48154156694201,121.32041110764393,248.29014530836963
2006-Jun-25 12:50:00,121.01612737869033,123.52011209773545,122.4384978407277,121.01612737869033,247.60743253967806
2006-Jun-25 13:00:00,120.72584165141514,123.22831864892424,123.37632563871915,120.72584165141514,246.90158783918048
2006-Jun-25 13:10:00,120.43479293290837,122.94906326689174,124.27350143402977,120.43479293290837,246.17268578449114
2006-Jun-25 13:20:00,120.13515220835737,122.6779519639586,125.12373973200789,120.13515220835737,245.42084484420826
2006-Jun-25 13:30:00,119.8233220961807,122.41265472195963,125.9274742618336,119.8233220961807,244.6462271524028
2006-Jun-25 13:40:00,120.77893185654852,126.99400466819145,137.48659483461782,120.77893185654852,263.3946310833164
2006-Jun-25 13:50:00,128.1756726831607,135.39539135946518,149.79755322012738,128.1756726831607,282.0442896653231
2006-Jun-25 14:00:00,135.47253171140417,143.84005109959614,162.70364111492032,135.47253171140417,300.5789699567089
2006-Jun-25 14:10:00,142.65263350331136,152.33707704111322,176.24018022842296,142.65263350331136,318.98281384285065
2006-Jun-25 14:20:00,149.69720211543637,160.89766824256526,190.45389425986022,149.69720211543637,337.2403890340645
2006-Jun-25 14:30:00,156.5850568416743,169.53579790480393,205.40571819519977,156.5850568416743,355.3367389163797
2006-Jun-25 14:40:00,155.72949069590106,180.58727122638658,251.97171089568513,155.72949069590106,396.84219611696994
2006-Jun-25 14:50:00,159.7121228920211,192.2328322969493,287.89851954926536,159.7121228920211,436.29661509394157
2006-Jun-25 15:00:00,163.4054029232531,204.45370044500137,326.80087446341594,163.4054029232531,473.4924484744081
2006-Jun-25 15:10:00,160.417981544079,217.43225799939574,387.8947949625324,160.417981544079,508.23039003888437
2006-Jun-25 15:20:00,164.2300679341804,231.98644702661994,434.0476009662481,164.2300679341804,540.3200153059289
2006-Jun-25 15:30:00,167.6843205311739,247.27674015999747,482.6089268500419,167.6843205311739,569.580397209241
2006-Jun-25 15:40:00,165.1888952966773,244.85875623920222,477.0742192571151,165.1888952966773,538.9635819930435
2006-Jun-25 15:50:00,162.7155634623658,242.24173455272705,469.78509099965424,162.7155634623658,509.4849119744132
2006-Jun-25 16:00:00,160.26448616730872,239.41212507806912,460.90161650380674,160.26448616730872,481.253968923445
2006-Jun-25 16:10:00,159.39780939533793,230.11071785878778,423.1425242746324,159.39780939533793,454.37499268539295
2006-Jun-25 16:20:00,156.11894193884467,225.90656333122902,411.08003251977925,156.11894193884467,428.9465689826843
2006-Jun-25 16:30:00,152.81457718262087,221.56822753896373,398.43156693548036,152.81457718262087,405.061333843929
2006-Jun-25 16:40:00,142.59837851300426,208.31160998915794,371.8531962506086,142.59837851300426,366.86444547634494
2006-Jun-25 16:50:00,132.30599259357638,194.43981942432566,343.7130579637192,132.30599259357638,329.9094831909551
